Entry_Time,Symbol,TF_Combo,Trade_Type,Weekly_Expiry,Future_Price,Sell_Leg,Buy_Leg,Sell_Entry_Price,Buy_Entry_Price,Net_Credit_Received,Stop_Loss,Take_Profit_Target
2026-07-13 14:48,NIFTY,3min/15min,Bull Put Spread,2026-07-14,24269.9,24250 PE,24150 PE,93.1,53.25,39.85,107.06,11.96
2026-07-14 10:18,NIFTY,3min/15min,Bear Call Spread,2026-07-14,24069.0,24050 CE,24150 CE,46.05,14.15,31.9,52.96,9.57
2026-07-14 12:45,NIFTY,3min/15min,Bear Call Spread,2026-07-14,24066.6,24050 CE,24150 CE,41.55,8.25,33.3,47.78,9.99
2026-07-15 09:18,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24165.0,24150 PE,24050 PE,170.55,125.45,45.1,196.13,13.53
2026-07-15 10:15,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24215.0,24200 PE,24100 PE,158.75,116.0,42.75,182.56,12.82
2026-07-15 11:54,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24194.8,24200 PE,24100 PE,166.35,120.95,45.4,191.3,13.62
2026-07-15 12:54,NIFTY,3min/15min,Bear Call Spread,2026-07-21,24028.7,24050 CE,24150 CE,187.55,134.65,52.9,215.68,15.87
2026-07-16 13:24,NIFTY,3min/15min,Bear Call Spread,2026-07-21,24117.5,24100 CE,24200 CE,133.45,86.3,47.15,153.47,14.14
2026-07-16 13:39,NIFTY,3min/15min,Bear Call Spread,2026-07-21,24063.3,24050 CE,24150 CE,135.75,90.0,45.75,156.11,13.72
2026-07-17 09:15,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24161.4,24150 PE,24050 PE,140.1,95.5,44.6,161.11,13.38
2026-07-17 12:21,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24255.0,24250 PE,24150 PE,140.1,97.2,42.9,161.11,12.87
2026-07-17 14:42,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24305.6,24300 PE,24200 PE,132.9,91.4,41.5,152.84,12.45
2026-07-17 15:24,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24330.0,24350 PE,24250 PE,144.4,100.2,44.2,166.06,13.26
2026-07-21 12:42,NIFTY,3min/15min,Bear Call Spread,2026-07-21,24171.0,24150 CE,24250 CE,43.1,7.5,35.6,49.56,10.68
2026-07-21 15:21,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24185.6,24200 PE,24100 PE,12.55,0.05,12.5,14.43,3.75
2026-07-22 09:15,NIFTY,3min/15min,Bear Call Spread,2026-07-28,24060.0,24050 CE,24150 CE,0.0,0.0,0.0,0.0,0.0
2026-07-22 12:15,NIFTY,3min/15min,Bear Call Spread,2026-07-28,23977.1,24000 CE,24100 CE,0.0,0.0,0.0,0.0,0.0
2026-07-22 14:27,NIFTY,3min/15min,Bear Call Spread,2026-07-28,23961.0,23950 CE,24050 CE,0.0,0.0,0.0,0.0,0.0
2026-07-23 12:42,NIFTY,3min/15min,Bear Call Spread,2026-07-28,23842.0,23850 CE,23950 CE,0.0,0.0,0.0,0.0,0.0
2026-07-24 12:45,NIFTY,3min/15min,Bull Put Spread,2026-07-28,23829.0,23850 PE,23750 PE,0.0,0.0,0.0,0.0,0.0
2026-06-30 15:00,NIFTY,5min/30min,Bear Call Spread,2026-06-30,23853.4,23850 CE,23950 CE,17.2,0.65,16.55,19.78,4.96
2026-07-01 10:20,NIFTY,5min/30min,Bull Put Spread,2026-07-07,24129.2,24150 PE,24050 PE,220.25,166.4,53.85,253.29,16.16
2026-07-01 14:55,NIFTY,5min/30min,Bull Put Spread,2026-07-07,24119.0,24100 PE,24000 PE,180.8,131.55,49.25,207.92,14.77
2026-07-03 11:30,NIFTY,5min/30min,Bull Put Spread,2026-07-07,24409.3,24400 PE,24300 PE,128.3,79.4,48.9,147.54,14.67
2026-07-06 10:25,NIFTY,5min/30min,Bull Put Spread,2026-07-07,24472.1,24450 PE,24350 PE,100.75,52.4,48.35,115.86,14.5
2026-07-07 12:00,NIFTY,5min/30min,Bull Put Spread,2026-07-07,24560.0,24550 PE,24450 PE,52.95,11.3,41.65,60.89,12.49
2026-07-07 15:00,NIFTY,5min/30min,Bear Call Spread,2026-07-07,24465.2,24450 CE,24550 CE,2.1,0.2,1.9,2.42,0.57
2026-07-08 12:10,NIFTY,5min/30min,Bear Call Spread,2026-07-14,24251.0,24250 CE,24350 CE,120.1,80.05,40.05,138.11,12.01
2026-07-08 14:35,NIFTY,5min/30min,Bear Call Spread,2026-07-14,23903.5,23900 CE,24000 CE,192.6,145.2,47.4,221.49,14.22
2026-07-08 14:50,NIFTY,5min/30min,Bear Call Spread,2026-07-14,23874.4,23850 CE,23950 CE,186.55,139.0,47.55,214.53,14.26
2026-07-09 15:05,NIFTY,5min/30min,Bear Call Spread,2026-07-14,23999.0,24000 CE,24100 CE,116.1,76.45,39.65,133.51,11.89
2026-07-10 14:25,NIFTY,5min/30min,Bull Put Spread,2026-07-14,24238.0,24250 PE,24150 PE,126.1,79.3,46.8,145.01,14.04
2026-07-13 09:15,NIFTY,5min/30min,Bear Call Spread,2026-07-14,24051.0,24050 CE,24150 CE,65.7,30.5,35.2,75.55,10.56
2026-07-13 12:40,NIFTY,5min/30min,Bull Put Spread,2026-07-14,24240.0,24250 PE,24150 PE,118.7,71.85,46.85,136.5,14.05
2026-07-14 14:50,NIFTY,5min/30min,Bear Call Spread,2026-07-14,24011.1,24000 CE,24100 CE,32.25,1.65,30.6,37.09,9.18
2026-07-14 15:20,NIFTY,5min/30min,Bear Call Spread,2026-07-14,24021.0,24000 CE,24100 CE,51.8,0.1,51.7,59.57,15.51
2026-07-15 10:15,NIFTY,5min/30min,Bull Put Spread,2026-07-21,24218.0,24200 PE,24100 PE,158.75,116.0,42.75,182.56,12.82
2026-07-16 12:25,NIFTY,5min/30min,Bull Put Spread,2026-07-21,24190.7,24200 PE,24100 PE,147.25,101.35,45.9,169.34,13.77
2026-07-20 15:15,NIFTY,5min/30min,Bull Put Spread,2026-07-21,24257.7,24250 PE,24150 PE,73.5,36.95,36.55,84.52,10.96
2026-07-21 11:20,NIFTY,5min/30min,Bear Call Spread,2026-07-21,24185.2,24200 CE,24300 CE,28.7,6.25,22.45,33.0,6.73
2026-07-21 12:45,NIFTY,5min/30min,Bear Call Spread,2026-07-21,24174.0,24150 CE,24250 CE,43.5,7.5,36.0,50.02,10.8
2026-07-21 13:55,NIFTY,5min/30min,Bear Call Spread,2026-07-21,24161.4,24150 CE,24250 CE,33.25,2.9,30.35,38.24,9.11
2026-07-22 10:20,NIFTY,5min/30min,Bear Call Spread,2026-07-28,24000.0,24000 CE,24100 CE,0.0,0.0,0.0,0.0,0.0
2026-07-23 13:10,NIFTY,5min/30min,Bear Call Spread,2026-07-28,23825.0,23800 CE,23900 CE,0.0,0.0,0.0,0.0,0.0
2026-07-02 14:10,NIFTY,10min/60min,Bull Put Spread,2026-07-07,24222.8,24200 PE,24100 PE,137.25,91.5,45.75,157.84,13.72
2026-07-06 11:50,NIFTY,10min/60min,Bull Put Spread,2026-07-07,24476.2,24500 PE,24400 PE,127.9,68.3,59.6,147.09,17.88
2026-07-07 11:20,NIFTY,10min/60min,Bull Put Spread,2026-07-07,24560.8,24550 PE,24450 PE,65.3,16.85,48.45,75.09,14.54
2026-07-13 14:00,NIFTY,10min/60min,Bull Put Spread,2026-07-14,24234.3,24250 PE,24150 PE,124.25,73.85,50.4,142.89,15.12
2026-07-17 09:20,NIFTY,10min/60min,Bull Put Spread,2026-07-21,24198.0,24200 PE,24100 PE,143.3,98.85,44.45,164.79,13.34
2026-07-22 12:10,NIFTY,10min/60min,Bear Call Spread,2026-07-28,23957.3,23950 CE,24050 CE,0.0,0.0,0.0,0.0,0.0
2026-06-30 12:54,SENSEX,3min/15min,Bull Put Spread,2026-07-02,77246.95,77200 PE,77000 PE,603.45,474.35,129.1,693.97,38.73
2026-07-02 14:36,SENSEX,3min/15min,Bull Put Spread,2026-07-02,77820.0,77800 PE,77600 PE,389.85,205.55,184.3,448.33,55.29
2026-07-03 15:12,SENSEX,3min/15min,Bear Call Spread,2026-07-09,78107.35,78100 CE,78300 CE,281.85,210.2,71.65,324.13,21.5
2026-07-07 15:24,SENSEX,3min/15min,Bear Call Spread,2026-07-09,78351.0,78400 CE,78600 CE,147.65,95.0,52.65,169.8,15.79
2026-07-08 11:54,SENSEX,3min/15min,Bear Call Spread,2026-07-09,77900.0,77900 CE,78100 CE,145.25,88.6,56.65,167.04,16.99
2026-07-08 13:51,SENSEX,3min/15min,Bear Call Spread,2026-07-09,77400.0,77400 CE,77600 CE,178.7,117.05,61.65,205.5,18.49
2026-07-09 14:39,SENSEX,3min/15min,Bear Call Spread,2026-07-09,77237.8,77200 CE,77400 CE,18.6,5.5,13.1,21.39,3.93
2026-07-09 15:03,SENSEX,3min/15min,Bear Call Spread,2026-07-09,77000.0,77000 CE,77200 CE,2.1,1.15,0.95,2.42,0.28
2026-07-10 09:36,SENSEX,3min/15min,Bull Put Spread,2026-07-16,77750.0,77800 PE,77600 PE,668.95,562.55,106.4,769.29,31.92
2026-07-10 12:27,SENSEX,3min/15min,Bull Put Spread,2026-07-16,77710.0,77700 PE,77500 PE,576.4,474.3,102.1,662.86,30.63
2026-07-10 15:27,SENSEX,3min/15min,Bull Put Spread,2026-07-16,77842.0,77800 PE,77600 PE,530.9,429.5,101.4,610.53,30.42
2026-07-13 11:09,SENSEX,3min/15min,Bull Put Spread,2026-07-16,77620.0,77600 PE,77400 PE,586.75,482.55,104.2,674.76,31.26
2026-07-14 12:06,SENSEX,3min/15min,Bear Call Spread,2026-07-16,77354.95,77400 CE,77600 CE,264.6,190.6,74.0,304.29,22.2
2026-07-14 12:27,SENSEX,3min/15min,Bear Call Spread,2026-07-16,77250.0,77200 CE,77400 CE,313.35,228.95,84.4,360.35,25.32
2026-07-15 09:15,SENSEX,3min/15min,Bull Put Spread,2026-07-16,77465.15,77500 PE,77300 PE,465.2,347.3,117.9,534.98,35.37
2026-07-15 12:39,SENSEX,3min/15min,Bear Call Spread,2026-07-16,77515.0,77500 CE,77700 CE,212.15,136.5,75.65,243.97,22.7
2026-07-15 12:54,SENSEX,3min/15min,Bear Call Spread,2026-07-16,77164.25,77200 CE,77400 CE,323.7,220.75,102.95,372.25,30.88
2026-07-16 09:45,SENSEX,3min/15min,Bull Put Spread,2026-07-16,77560.0,77600 PE,77400 PE,275.4,154.9,120.5,316.71,36.15
2026-07-16 10:45,SENSEX,3min/15min,Bull Put Spread,2026-07-16,77570.0,77600 PE,77400 PE,269.1,138.0,131.1,309.46,39.33
2026-07-17 15:27,SENSEX,3min/15min,Bull Put Spread,2026-07-23,78129.05,78100 PE,77900 PE,548.8,466.0,82.8,631.12,24.84
2026-07-20 13:27,SENSEX,3min/15min,Bull Put Spread,2026-07-23,77744.35,77700 PE,77500 PE,421.2,337.0,84.2,484.38,25.26
2026-07-20 14:27,SENSEX,3min/15min,Bull Put Spread,2026-07-23,77804.0,77800 PE,77600 PE,416.85,331.25,85.6,479.38,25.68
2026-07-21 09:33,SENSEX,3min/15min,Bear Call Spread,2026-07-23,77650.0,77600 CE,77800 CE,372.9,276.8,96.1,428.83,28.83
2026-07-22 10:42,SENSEX,3min/15min,Bear Call Spread,2026-07-23,76825.2,76800 CE,77000 CE,275.35,190.1,85.25,316.65,25.57
2026-07-22 12:18,SENSEX,3min/15min,Bear Call Spread,2026-07-23,76758.7,76800 CE,77000 CE,242.2,163.4,78.8,278.53,23.64
2026-07-23 12:30,SENSEX,3min/15min,Bear Call Spread,2026-07-23,76425.0,76400 CE,76600 CE,114.5,41.6,72.9,131.67,21.87
2026-07-23 12:42,SENSEX,3min/15min,Bear Call Spread,2026-07-23,76330.0,76300 CE,76500 CE,127.2,44.95,82.25,146.28,24.68
2026-07-24 14:51,SENSEX,3min/15min,Bull Put Spread,2026-07-30,76306.25,76300 PE,76100 PE,0.0,0.0,0.0,0.0,0.0
2026-07-02 14:05,SENSEX,5min/30min,Bull Put Spread,2026-07-02,77749.95,77700 PE,77500 PE,353.1,176.25,176.85,406.06,53.05
2026-07-06 12:00,SENSEX,5min/30min,Bull Put Spread,2026-07-09,78600.0,78600 PE,78400 PE,505.5,390.0,115.5,581.32,34.65
2026-07-07 10:25,SENSEX,5min/30min,Bull Put Spread,2026-07-09,78780.0,78800 PE,78600 PE,460.0,344.0,116.0,529.0,34.8
2026-07-08 09:15,SENSEX,5min/30min,Bear Call Spread,2026-07-09,78045.1,78000 CE,78200 CE,170.0,109.5,60.5,195.5,18.15
2026-07-08 13:50,SENSEX,5min/30min,Bear Call Spread,2026-07-09,77310.4,77300 CE,77500 CE,209.35,138.75,70.6,240.75,21.18
2026-07-09 15:05,SENSEX,5min/30min,Bear Call Spread,2026-07-09,76930.0,76900 CE,77100 CE,2.65,0.8,1.85,3.05,0.56
2026-07-13 11:10,SENSEX,5min/30min,Bull Put Spread,2026-07-16,77630.15,77600 PE,77400 PE,585.4,480.25,105.15,673.21,31.55
2026-07-14 09:30,SENSEX,5min/30min,Bear Call Spread,2026-07-16,77515.55,77500 CE,77700 CE,339.85,258.1,81.75,390.83,24.52
2026-07-14 14:50,SENSEX,5min/30min,Bear Call Spread,2026-07-16,77119.7,77100 CE,77300 CE,283.25,206.8,76.45,325.74,22.93
2026-07-17 15:25,SENSEX,5min/30min,Bull Put Spread,2026-07-23,78129.05,78100 PE,77900 PE,563.4,479.6,83.8,647.91,25.14
2026-07-21 10:10,SENSEX,5min/30min,Bear Call Spread,2026-07-23,77631.0,77600 CE,77800 CE,352.8,259.65,93.15,405.72,27.95
2026-07-21 12:55,SENSEX,5min/30min,Bear Call Spread,2026-07-23,77440.0,77400 CE,77600 CE,356.75,261.55,95.2,410.26,28.56
2026-07-22 09:15,SENSEX,5min/30min,Bear Call Spread,2026-07-23,77154.6,77200 CE,77400 CE,253.1,176.85,76.25,291.06,22.88
2026-07-22 13:55,SENSEX,5min/30min,Bear Call Spread,2026-07-23,76786.75,76800 CE,77000 CE,219.6,147.0,72.6,252.54,21.78
2026-07-23 11:50,SENSEX,5min/30min,Bear Call Spread,2026-07-23,76642.9,76600 CE,76800 CE,87.0,32.65,54.35,100.05,16.3
2026-07-23 13:05,SENSEX,5min/30min,Bear Call Spread,2026-07-23,76272.55,76300 CE,76500 CE,78.8,25.15,53.65,90.62,16.09
2026-07-02 14:40,SENSEX,10min/60min,Bull Put Spread,2026-07-02,77910.0,77900 PE,77700 PE,403.9,221.8,182.1,464.48,54.63
2026-07-06 10:20,SENSEX,10min/60min,Bull Put Spread,2026-07-09,78552.5,78600 PE,78400 PE,598.0,472.55,125.45,687.7,37.63
2026-07-08 12:10,SENSEX,10min/60min,Bear Call Spread,2026-07-09,77815.0,77800 CE,78000 CE,147.5,92.2,55.3,169.62,16.59
2026-07-08 13:50,SENSEX,10min/60min,Bear Call Spread,2026-07-09,77180.0,77200 CE,77400 CE,252.0,171.55,80.45,289.8,24.14
2026-07-14 13:30,SENSEX,10min/60min,Bear Call Spread,2026-07-16,77199.0,77200 CE,77400 CE,329.0,237.9,91.1,378.35,27.33
2026-07-15 09:20,SENSEX,10min/60min,Bull Put Spread,2026-07-16,77665.1,77700 PE,77500 PE,465.8,346.05,119.75,535.67,35.92
2026-07-16 10:50,SENSEX,10min/60min,Bull Put Spread,2026-07-16,77660.0,77700 PE,77500 PE,300.1,161.95,138.15,345.12,41.45
2026-07-17 09:20,SENSEX,10min/60min,Bull Put Spread,2026-07-23,77733.0,77700 PE,77500 PE,578.95,488.0,90.95,665.79,27.29
2026-07-21 10:30,SENSEX,10min/60min,Bear Call Spread,2026-07-23,77567.15,77600 CE,77800 CE,315.4,229.95,85.45,362.71,25.64
2026-07-22 14:50,SENSEX,10min/60min,Bear Call Spread,2026-07-23,76750.0,76800 CE,77000 CE,203.7,133.6,70.1,234.25,21.03
2026-07-24 09:30,SENSEX,10min/60min,Bear Call Spread,2026-07-30,75800.0,75800 CE,76000 CE,0.0,0.0,0.0,0.0,0.0
